latitude,longitude,start_date,end_date,duration,intensity_max,intensity_mean,intensity_cumulative
54.125,-163.375,2016-01-21,2016-01-30,10,1.2052944190574406,1.0758083410836383,10.758083410836385
54.125,-163.375,2016-02-05,2016-08-13,191,3.2441262460057896,1.9756831728032889,377.3554860054281
54.125,-163.375,2016-08-18,2016-12-29,134,4.0839433079008245,1.8678877078788012,250.2969528557594
54.125,-163.375,2017-01-04,2017-01-08,5,1.5639182416212964,1.3090249597443149,6.545124798721573
54.125,-163.375,2017-07-29,2017-08-03,6,2.518781337243956,1.9737041470669652,11.842224882401792
54.125,-163.375,2017-08-07,2017-08-15,9,2.9074661598410625,1.8663612755188856,16.79725147966997
54.125,-163.375,2017-11-01,2017-11-06,6,1.0781146380908335,0.9106844352720312,5.464106611632188
54.125,-163.125,2016-01-21,2016-01-30,10,1.208468133298532,1.0598401582427506,10.598401582427506
54.125,-163.125,2016-02-05,2016-08-13,191,3.578723099364563,1.9858823223562152,379.3035235700371
54.125,-163.125,2016-08-18,2016-12-29,134,3.912832737808003,1.8416257253920052,246.77784720252876
54.125,-163.125,2017-01-03,2017-01-08,6,1.5751927144694218,1.2924737760492937,7.754842656295762
54.125,-163.125,2017-07-29,2017-08-15,18,2.553556477965266,1.7693954530880451,31.84911815558481
54.125,-163.125,2017-10-11,2017-10-20,10,0.9946506117096394,0.8908547873464384,8.908547873464384
54.125,-163.125,2017-11-01,2017-11-05,5,1.0562260692070655,0.904264146752604,4.52132073376302
54.125,-163.125,2017-11-16,2017-11-20,5,0.9485482897809768,0.8900900372032551,4.450450186016275
54.125,-162.875,2016-01-21,2016-01-30,10,1.1530507462115596,1.009244202893967,10.09244202893967
54.125,-162.875,2016-02-05,2016-08-14,192,3.8358028777766666,1.9861085654759545,381.3328445713833
54.125,-162.875,2016-08-18,2016-12-29,134,3.697454124182201,1.8134575120351764,243.00330661271363
54.125,-162.875,2017-01-03,2017-01-08,6,1.556936750986473,1.2710573024573388,7.626343814744033
54.125,-162.875,2017-07-29,2017-08-03,6,2.207275758111232,1.807173580966426,10.843041485798556
54.125,-162.875,2017-08-07,2017-08-14,8,2.102321042809436,1.6744274153271257,13.395419322617006
54.125,-162.875,2017-10-11,2017-10-20,10,1.041803004198643,0.9260164741710012,9.26016474171001
54.125,-162.875,2017-11-16,2017-11-20,5,0.9784596380716676,0.9314181882405224,4.657090941202612
54.125,-162.625,2016-01-18,2016-01-28,11,1.0416322171047172,0.9499666918790876,10.449633610669965
54.125,-162.625,2016-02-05,2017-01-08,339,4.012853591952506,1.8919105274002943,641.3576687886998
54.125,-162.625,2017-07-30,2017-08-03,5,1.92174181844948,1.685150420150681,8.425752100753405
54.125,-162.625,2017-10-11,2017-10-19,9,1.0340996676992231,0.930806121627296,8.377255094645664
54.125,-162.625,2017-11-17,2017-11-21,5,1.0633637727064364,0.9846144850069948,4.923072425034975
54.125,-162.375,2016-01-23,2016-01-28,6,1.1030653747994892,1.0059870738457226,6.035922443074336
54.125,-162.375,2016-02-05,2017-01-14,345,4.025169029357031,1.8786871661677256,648.1470723278654
54.125,-162.375,2017-08-07,2017-08-13,7,2.045139712205964,1.694275815026451,11.859930705185157
54.125,-162.375,2017-10-11,2017-10-19,9,0.98514415106116,0.9159707853145924,8.243737067831333
54.125,-162.375,2017-11-17,2017-11-21,5,1.04448965721466,0.9813987101091556,4.906993550545779
54.125,-162.125,2016-01-18,2016-01-28,11,1.1822656714671522,1.019432440257583,11.213756842833412
54.125,-162.125,2016-02-03,2017-01-14,347,3.8718567628664697,1.8533952614203684,643.1281557128679
54.125,-162.125,2017-07-31,2017-08-13,14,2.225238400680229,1.7069962387227464,23.89794734211845
54.125,-162.125,2017-10-11,2017-10-18,8,1.058455085894229,0.9527897179942442,7.622317743953953
54.125,-161.875,2016-01-24,2016-01-30,7,1.1349831873603815,0.9921637510923744,6.945146257646622
54.125,-161.875,2016-02-03,2016-12-31,333,3.747750216518563,1.8617435109142089,619.9605891344315
54.125,-161.875,2017-01-04,2017-01-08,5,1.531337540077013,1.2608612452266894,6.304306226133448
54.125,-161.875,2017-07-31,2017-08-13,14,2.409081210418881,1.826329093032038,25.56860730244853
54.125,-161.875,2017-10-11,2017-10-18,8,1.111245179572531,0.9722306729295274,7.777845383436219
54.125,-161.625,2016-01-24,2016-12-31,343,3.611277620626917,1.818877368481537,623.8749373891671
54.125,-161.625,2017-01-04,2017-01-08,5,1.4448477323836837,1.2014209174187775,6.007104587093888
54.125,-161.625,2017-07-31,2017-08-17,18,2.48495737189538,1.8505087334700312,33.30915720246056
54.125,-161.625,2017-10-12,2017-10-18,7,1.1335476817972854,0.9369190613861572,6.558433429703101
54.375,-164.625,2016-01-23,2016-06-19,149,2.948327850782743,1.6339618961342073,243.4603225239969
54.375,-164.625,2016-07-01,2016-07-20,20,2.395300171778466,2.0838189317240863,41.67637863448173
54.375,-164.625,2016-07-28,2016-08-13,17,2.963826953397584,1.971476670719744,33.51510340223565
54.375,-164.625,2016-08-25,2016-11-18,86,4.022997224412473,2.1631020916120995,186.02677987864053
54.375,-164.625,2016-11-23,2016-12-28,36,1.6713080212750642,1.2348837786798592,44.45581603247493
54.375,-164.625,2017-01-05,2017-01-12,8,1.5890362461832694,1.3819753437144169,11.055802749715332
54.375,-164.625,2017-11-04,2017-11-19,16,1.256141956670545,1.0178004625751371,16.284807401202197
54.375,-164.625,2017-12-13,2017-12-17,5,0.9723203931036588,0.901615653064271,4.508078265321355
54.375,-164.375,2016-01-22,2016-01-30,9,1.3310194883877933,1.2312582291466052,11.081324062319448
54.375,-164.375,2016-02-03,2016-06-19,138,2.90430549293436,1.714859569745679,236.6506206249037
54.375,-164.375,2016-07-01,2016-07-20,20,2.8007318510687598,2.2659584419119043,45.319168838238085
54.375,-164.375,2016-07-28,2016-08-13,17,2.911512374225365,1.9501984829584864,33.153374210294274
54.375,-164.375,2016-08-25,2016-11-18,86,4.094139824072052,2.228935154956568,191.68842332626485
54.375,-164.375,2016-11-23,2016-12-28,36,1.6465523741695076,1.2885251485487437,46.38690534775477
54.375,-164.375,2017-01-04,2017-01-12,9,1.634123400694354,1.3199027416513875,11.879124674862489
54.375,-164.375,2017-11-04,2017-11-19,16,1.1735865120780566,0.961179742525866,15.378875880413858
54.375,-164.375,2017-12-12,2017-12-16,5,1.0242191250373196,0.9603746159638362,4.801873079819181
54.375,-164.125,2016-01-22,2016-01-30,9,1.3388953814758242,1.1947492703301812,10.75274343297163
54.375,-164.125,2016-02-03,2016-06-18,137,2.9962208423563226,1.784130826948816,244.4259232919878
54.375,-164.125,2016-07-01,2016-08-13,44,3.0266160236425783,2.1918516609040117,96.4414730797765
54.375,-164.125,2016-08-25,2016-12-28,126,3.960961803359835,1.9663340330836157,247.75808816853555
54.375,-164.125,2017-01-04,2017-01-11,8,1.6663074228978605,1.3528419904429514,10.822735923543611
54.375,-164.125,2017-11-03,2017-11-11,9,1.0506953582968777,0.9347290729847132,8.412561656862419
54.375,-163.875,2016-01-26,2016-01-30,5,1.2596363995431812,1.1963398050609344,5.981699025304672
54.375,-163.875,2016-02-03,2016-06-19,138,3.145447661077289,1.8406097222470053,254.0041416700867
54.375,-163.875,2016-07-01,2016-08-13,44,3.0275758788033293,2.3718114985282357,104.35970593524236
54.375,-163.875,2016-08-24,2016-12-29,128,3.899880922994303,1.9626746219748463,251.2223516127804
54.375,-163.875,2017-01-04,2017-01-12,9,1.704295744129363,1.315033129459157,11.835298165132414
54.375,-163.875,2017-11-03,2017-11-11,9,1.0590657933366616,0.9169724582240384,8.252752124016347
54.375,-163.625,2016-01-26,2016-01-30,5,1.2469472116738816,1.2038184364869795,6.019092182434898
54.375,-163.625,2016-02-03,2016-06-21,140,3.1464525134915355,1.885306482285099,263.94290751991383
54.375,-163.625,2016-06-26,2016-12-29,187,3.8421839274968574,2.0611966797823595,385.44377911930127
54.375,-163.625,2017-01-04,2017-01-08,5,1.7245924873202458,1.4510029338741153,7.255014669370576
54.375,-163.625,2017-06-12,2017-06-16,5,2.0031508419870283,1.737809713285341,8.689048566426704
54.375,-163.625,2017-11-03,2017-11-11,9,1.035726602988741,0.8942113877689332,8.047902489920398
54.375,-163.375,2016-01-26,2016-01-30,5,1.308663804929627,1.228227549081674,6.141137745408369
54.375,-163.375,2016-02-03,2016-12-29,331,3.801199628880294,1.9878464013528456,657.977158847792
54.375,-163.375,2017-01-03,2017-01-08,6,1.707322557922323,1.382512701225527,8.295076207353162
54.375,-163.375,2017-01-23,2017-01-27,5,1.347638503931834,1.2440509102631174,6.220254551315587
54.375,-163.375,2017-06-12,2017-06-18,7,1.936548264961204,1.604123259106755,11.228862813747284
54.375,-163.375,2017-07-30,2017-08-03,5,2.683770799077504,2.1902440114734474,10.951220057367236
54.375,-163.375,2017-08-09,2017-08-15,7,2.4143220603640856,1.7035775295567084,11.925042706896958
54.375,-163.125,2016-01-26,2016-01-30,5,1.3003517315418025,1.2071109857657087,6.035554928828544
54.375,-163.125,2016-02-03,2016-12-29,331,3.949538336890882,1.99744707572582,661.1549820652463
54.375,-163.125,2017-01-03,2017-01-08,6,1.7200891760524435,1.4303463272344623,8.582077963406775
54.375,-163.125,2017-01-23,2017-01-27,5,1.3125124262108714,1.2358457221989525,6.1792286109947625
54.375,-163.125,2017-05-17,2017-05-21,5,1.466150589422747,1.2101415657927224,6.050707828963612
54.375,-163.125,2017-06-12,2017-06-18,7,1.8855148846103305,1.569449857476204,10.986149002333429
54.375,-163.125,2017-07-29,2017-08-04,7,2.6886146765417145,2.047627277364947,14.333390941554628
54.375,-163.125,2017-08-08,2017-08-15,8,2.036245513451764,1.533677228216087,12.269417825728697
54.375,-163.125,2017-10-11,2017-10-20,10,0.9993553480910862,0.9074197359774924,9.074197359774924
54.375,-163.125,2017-11-01,2017-11-07,7,1.043356260269853,0.8909421751309756,6.23659522591683
54.375,-163.125,2017-11-16,2017-11-20,5,0.974025500531539,0.9235649946964168,4.617824973482084
54.375,-162.875,2016-01-26,2016-01-30,5,1.230244237400104,1.1290185528999437,5.645092764499719
54.375,-162.875,2016-02-03,2016-12-29,331,3.874361726382378,1.991342746628356,659.1344491339858
54.375,-162.875,2017-01-03,2017-01-08,6,1.7166164908451638,1.406653601307614,8.439921607845683
54.375,-162.875,2017-01-23,2017-01-27,5,1.2250420251899443,1.1629707855376563,5.814853927688283
54.375,-162.875,2017-05-17,2017-05-21,5,1.353402682005601,1.1798507145492907,5.899253572746454
54.375,-162.875,2017-06-12,2017-06-18,7,1.860992444085936,1.5497538431948286,10.8482769023638
54.375,-162.875,2017-07-30,2017-08-04,6,2.3163982722300105,1.8877837145278016,11.32670228716681
54.375,-162.875,2017-10-11,2017-10-19,9,1.0445240605262036,0.967504659035157,8.707541931316413
54.375,-162.875,2017-11-01,2017-11-07,7,1.0036070413953038,0.8818029296013622,6.172620507209535
54.375,-162.875,2017-11-16,2017-11-21,6,1.005683285656331,0.9516984863365158,5.710190918019094
54.375,-162.375,2016-01-24,2016-12-29,341,3.9357733289284216,1.9575483592945564,667.5239905194437
54.375,-162.375,2017-01-03,2017-01-14,12,1.7340775983261194,1.2628071112436832,15.153685334924198
54.375,-162.375,2017-07-31,2017-08-04,5,1.9474297942537275,1.7525407926497931,8.762703963248967
54.375,-162.375,2017-10-11,2017-10-18,8,0.9942400768705112,0.9485067021345694,7.588053617076556
54.375,-162.375,2017-11-03,2017-11-07,5,0.9483426912089596,0.8700228778637751,4.350114389318875
54.375,-162.375,2017-11-15,2017-11-22,8,1.1086836304482812,0.9944757704394532,7.955806163515625
54.375,-162.125,2016-01-02,2016-01-08,7,1.1733261709541871,1.0227445316207824,7.159211721345477
54.375,-162.125,2016-01-24,2017-01-14,357,3.7171811314505447,1.9006106546742756,678.5180037187163
54.375,-162.125,2017-07-31,2017-08-17,18,2.178538233560321,1.6513466415491258,29.724239547884263
54.375,-162.125,2017-10-11,2017-10-18,8,1.1006832490102525,0.9782100926163364,7.825680740930691
54.375,-162.125,2017-11-15,2017-11-22,8,1.0790585294613493,0.9395507092583087,7.51640567406647
54.375,-161.875,2016-01-02,2016-01-06,5,1.0809653026883286,1.02250861443014,5.1125430721507
54.375,-161.875,2016-01-24,2016-12-30,342,3.646783888118589,1.904941266808852,651.4899132486274
54.375,-161.875,2017-07-31,2017-08-17,18,2.350873932087993,1.7835680071637166,32.104224128946896
54.375,-161.875,2017-10-11,2017-10-18,8,1.1528400627166064,1.0082221187163196,8.065776949730557
54.375,-161.875,2017-11-17,2017-11-22,6,1.0473430302602225,0.9195736527714836,5.5174419166289015
54.375,-161.625,2016-01-02,2016-01-06,5,1.083695401571639,1.0192883243770965,5.096441621885481
54.375,-161.625,2016-01-24,2016-12-30,342,3.6177393491899785,1.880752909266718,643.2174949692176
54.375,-161.625,2017-07-27,2017-08-17,22,2.437018159081393,1.796225977361357,39.516971501949854
54.375,-161.625,2017-10-11,2017-10-18,8,1.1561289890770343,0.9918680479041766,7.934944383233413
54.375,-161.375,2016-01-23,2016-12-29,342,3.5564878909352498,1.856199974567243,634.8203913019971
54.375,-161.375,2017-07-27,2017-08-16,21,2.6077793243460405,1.924667903102156,40.41802596514527
54.375,-161.375,2017-10-11,2017-10-17,7,1.1321524806036631,0.9471069415377076,6.629748590763953
54.375,-161.125,2016-01-23,2016-12-29,342,3.510070739626766,1.8300205023637728,625.8670118084102
54.375,-161.125,2017-07-27,2017-08-16,21,2.7225457692076382,1.9938204538232316,41.87022953028786
54.375,-161.125,2017-10-12,2017-10-17,6,1.060822906055991,0.8990542078375539,5.394325247025323
54.375,-160.875,2016-01-23,2016-12-29,342,3.4868930741139508,1.8231305349344933,623.5106429475968
54.375,-160.875,2017-07-27,2017-08-16,21,2.8765482701164533,2.031593336384484,42.663460064074165
54.375,-160.625,2016-01-25,2016-12-29,340,3.5911798363906584,1.835732992826013,624.1492175608445
54.375,-160.625,2017-01-05,2017-01-10,6,1.3758870528534477,1.1774886025228144,7.064931615136886
54.375,-160.625,2017-07-27,2017-08-16,21,2.969298654287792,2.0623094435971834,43.30849831554085
54.375,-160.375,2016-01-26,2016-12-30,340,3.6692166191391937,1.8481491709024152,628.3707181068212
54.375,-160.375,2017-01-04,2017-01-10,7,1.418226682162568,1.1646983789075331,8.152888652352733
54.375,-160.375,2017-04-27,2017-05-01,5,1.394535605765275,1.2388262230303515,6.194131115151757
54.375,-160.375,2017-07-22,2017-08-15,25,2.881398665240784,2.06786739048627,51.69668476215676
54.375,-160.125,2016-01-26,2016-12-30,340,3.7269927024841305,1.842651501862897,626.501510633385
54.375,-160.125,2017-01-04,2017-01-10,7,1.4832827933920765,1.2007318194126342,8.405122735888439
54.375,-160.125,2017-04-27,2017-05-01,5,1.4934849024984276,1.2797939094606856,6.3989695473034285
54.375,-160.125,2017-07-22,2017-08-15,25,2.758439496115855,2.09863399292134,52.46584982303349
54.375,-159.875,2016-01-19,2016-05-11,114,2.5195237904699668,1.5175065925727464,172.9957515532931
54.375,-159.875,2016-05-15,2017-01-11,242,3.709704792417973,1.923708046568379,465.5373472695477
54.375,-159.875,2017-07-22,2017-08-14,24,2.939891151668741,2.0854961854815683,50.05190845155764
54.375,-159.625,2016-01-19,2016-08-03,198,3.5709625368593727,1.8125891541016952,358.89265251213567
54.375,-159.625,2016-08-07,2017-01-11,158,3.6276551998022857,1.760480587217392,278.15593278034794
54.375,-159.625,2017-07-21,2017-08-12,23,3.108223014190168,2.060750127390933,47.39725292999145
54.625,-163.875,2016-01-27,2016-06-18,144,3.3919980559996965,1.8298039299891815,263.4917659184422
54.625,-163.875,2016-07-01,2016-12-29,182,3.863587451190892,2.063653665768814,375.58496716992414
54.625,-163.875,2017-01-04,2017-01-11,8,1.7336395093757204,1.3760223035668095,11.008178428534476
54.625,-163.875,2017-04-27,2017-05-02,6,1.408047662790453,1.204732744708905,7.228396468253429
54.625,-163.375,2016-01-26,2016-12-29,339,3.6629159779609246,2.009768280249739,681.3114470046617
54.625,-163.375,2017-01-03,2017-01-11,9,1.8140817676703775,1.4260888481043577,12.83479963293922
54.625,-163.375,2017-01-23,2017-01-27,5,1.525043217422676,1.4049210820473077,7.024605410236537
54.625,-163.375,2017-05-13,2017-05-21,9,1.4145160713153857,1.145362368733924,10.308261318605316
54.625,-163.375,2017-06-12,2017-06-18,7,2.0139365745546307,1.633349171941332,11.433444203589325
54.625,-163.375,2017-07-30,2017-08-04,6,2.8243731404562755,2.1688179154705263,13.01290749282316
54.625,-163.375,2017-08-09,2017-08-15,7,2.376929234153246,1.6872959210875642,11.81107144761295
54.625,-163.125,2016-01-26,2017-01-11,352,3.703690118221012,2.004575209399926,705.610473708774
54.625,-163.125,2017-01-23,2017-01-27,5,1.5934477184641511,1.480634762059209,7.403173810296045
54.625,-163.125,2017-05-14,2017-05-21,8,1.4806852129197887,1.191123782587716,9.528990260701727
54.625,-163.125,2017-06-12,2017-06-19,8,2.0717675033785623,1.6535391551570826,13.22831324125666
54.625,-163.125,2017-07-29,2017-08-04,7,2.8460088478155505,2.1622750127736694,15.135925089415686
54.625,-163.125,2017-08-11,2017-08-15,5,1.7671085029520022,1.5101877193133988,7.5509385965669935
54.625,-163.125,2017-11-16,2017-11-20,5,0.952878709785633,0.8933423131139167,4.466711565569583
54.625,-162.875,2016-01-26,2016-01-30,5,1.3210214083553635,1.2477661306324357,6.238830653162177
54.625,-162.875,2016-02-03,2017-01-11,344,3.772631886930643,2.007681057786117,690.6422838784243
54.625,-162.875,2017-01-23,2017-01-27,5,1.5575560332276837,1.4527210678907432,7.263605339453716
54.625,-162.875,2017-05-16,2017-05-21,6,1.482243416794116,1.253341328474316,7.520047970845896
54.625,-162.875,2017-06-12,2017-06-19,8,2.044490713597741,1.6354285210400148,13.083428168320118
54.625,-162.875,2017-07-30,2017-08-04,6,2.4693220169779604,2.052853704229089,12.317122225374534
54.625,-162.875,2017-11-15,2017-11-20,6,0.9722034631469958,0.9081433591643772,5.448860154986263
54.625,-162.875,2017-12-09,2017-12-13,5,1.6290363057384507,1.1533895083000465,5.766947541500231
54.625,-162.625,2016-01-02,2016-01-07,6,1.2163869924256652,1.104395191143565,6.62637114686139
54.625,-162.625,2016-01-26,2016-01-30,5,1.29701458469747,1.2122228759917582,6.061114379958791
54.625,-162.625,2016-02-03,2017-01-11,344,3.798758662364584,2.0036307471757757,689.2489770284667
54.625,-162.625,2017-01-23,2017-01-27,5,1.440796788393694,1.3287682222434392,6.643841111217196
54.625,-162.625,2017-05-17,2017-05-21,5,1.45547191539701,1.3204345503836898,6.60217275191845
54.625,-162.625,2017-06-13,2017-06-19,7,1.914574930301975,1.663827529018142,11.646792703126994
54.625,-162.625,2017-07-30,2017-08-04,6,2.133887813005048,1.8274396744175272,10.964638046505163
54.625,-162.625,2017-10-11,2017-10-18,8,0.9450592510394902,0.8861464668287431,7.089171734629945
54.625,-162.625,2017-11-01,2017-11-21,21,1.0389148733133444,0.8869332716972507,18.625598705642265
54.625,-162.375,2016-01-02,2016-01-08,7,1.241091768937876,1.134680365229799,7.942762556608592
54.625,-162.375,2016-01-25,2016-01-30,6,1.3135718845785074,1.2322340402901462,7.393404241740877
54.625,-162.375,2016-02-03,2016-12-29,331,3.768029131008383,2.0309624713424275,672.2485780143435
54.625,-162.375,2017-01-03,2017-01-11,9,1.7517508822923409,1.3685987391913976,12.31738865272258
54.625,-162.375,2017-01-23,2017-01-27,5,1.368331243448826,1.2337981515243022,6.168990757621511
54.625,-162.375,2017-05-17,2017-05-22,6,1.491809302294592,1.2475344301610167,7.4852065809661
54.625,-162.375,2017-06-13,2017-06-19,7,1.770132237282434,1.4984564906973834,10.489195434881683
54.625,-162.375,2017-07-30,2017-08-04,6,2.077711069595548,1.8488529479554137,11.093117687732482
54.625,-162.375,2017-08-12,2017-08-17,6,1.7290192445585362,1.5871501982037282,9.522901189222369
54.625,-162.375,2017-11-01,2017-11-22,22,1.066973910233843,0.9109215937137064,20.040275061701543
54.625,-162.125,2016-01-02,2016-01-10,9,1.3415142434335363,1.1503653296684588,10.35328796701613
54.625,-162.125,2016-01-24,2016-01-30,7,1.3702523680959169,1.2688912488148714,8.8822387417041
54.625,-162.125,2016-02-03,2016-12-30,332,3.627276267613832,2.016820605633946,669.5844410704701
54.625,-162.125,2017-01-03,2017-01-11,9,1.7211946713045618,1.3324616954362467,11.99215525892622
54.625,-162.125,2017-01-23,2017-01-27,5,1.2999199359647702,1.1916733297504645,5.958366648752322
54.625,-162.125,2017-05-17,2017-05-22,6,1.5148375443116429,1.2395861245388309,7.437516747232985
54.625,-162.125,2017-07-30,2017-08-17,19,2.3822025244536658,1.8039430009611628,34.274917018262094
54.625,-162.125,2017-11-02,2017-11-06,5,0.913667194491376,0.8579423114631203,4.289711557315601
